Waypoint Name,Waypoint Type,Latitude,Longitude,Frequency
PAKDO,EAENRT,21,137.822,-999
PAKKI,EAENRT,20.1779,-155.397,-999
PALAY,EAENRT,21.1058,-157.57,-999
PANNS,EAENRT,13.7051,145.213,-999
PARIS,EAENRT,20.1687,-155.222,-999
PASIF,EAENRT,37.1939,-123.133,-999
PASRO,EAENRT,48.2852,160.675,-999
PASSA,EAENRT,-5,-161.525,-999
PATSY,EAENRT,21.887,-158.753,-999
PEASY,EAENRT,83,-141,-999
PEGIY,EAENRT,13.711,145.109,-999
PEKAA,EAENRT,48.4397,-126.26,-999
PHILY,EAENRT,17.0183,156.657,-999
PHINK,EAENRT,55,-140,-999
PHUNN,EAENRT,33.3229,-118.098,-999
PIGFA,EAENRT,11.125,141.412,-999
PIKAY,EAENRT,13.5419,144.922,-999
PIKOK,EAENRT,0,146.142,-999
PINSO,EAENRT,53.4691,173.378,-999
PIRAT,EAENRT,37.2576,-122.863,-999
PIRTY,EAENRT,15.1365,145.773,-999
PLUMB,EAENRT,21.2117,-156.601,-999
POETT,EAENRT,58.7107,-166.996,-999
POOFF,EAENRT,55.299,178.618,-999
POXIE,EAENRT,8.5,158.5,-999
PPERL,EAENRT,56.5,-156,-999
PRASK,EAENRT,19.8283,-155.061,-999
PRETY,EAENRT,49,-132.443,-999
PULEE,EAENRT,13.5236,144.053,-999
PULPS,EAENRT,20.4722,-155.899,-999
PUMIC,EAENRT,20.3006,-155.284,-999
PUPPI,EAENRT,21.9214,-161.68,-999
QUIGG,EAENRT,1.05944,-155.765,-999
RABAT,EAENRT,20.8132,-155.528,-999
RADIC,EAENRT,54,-170,-999
RAGDE,EAENRT,9.79222,-158.214,-999
RAINS,EAENRT,37.1678,-123.243,-999
RAMIZ,EAENRT,-5,-159.087,-999
RAYOR,EAENRT,2.4175,-158.652,-999
REDRM,EAENRT,59.0833,-163.917,-999
REDWD,EAENRT,40,-126.5,-999
REEDE,EAENRT,14.95,143.983,-999
REEFS,EAENRT,19.7843,-156.103,-999
REMDE,EAENRT,13.6603,144.963,-999
RENKK,EAENRT,21.3064,-158.1,-999
RESEE,EAENRT,20.6075,180,-999
RESUM,EAENRT,84.2459,-141,-999
REXIE,EAENRT,22.9926,-156.913,-999
RICHH,EAENRT,17.1969,142.82,-999
RIDLL,EAENRT,16.0683,142.417,-999
RISBA,EAENRT,21,154.137,-999
RIZON,EAENRT,53,-170,-999
ROBBN,EAENRT,52,-170,-999
ROBYN,EAENRT,19.7637,-156.116,-999
ROSHE,EAENRT,20.9266,-157.254,-999
ROSIN,EAENRT,31.9421,-120.268,-999
ROUDY,EAENRT,13.6933,145.174,-999
ROUKE,EAENRT,48,-131.534,-999
ROWIN,EAENRT,20.1467,-156.418,-999
RUDEE,EAENRT,17.1706,-157.757,-999
RUTUS,EAENRT,0,148.828,-999
SAJRO,EAENRT,57,-175,-999
SAKKI,EAENRT,20.9318,-157.488,-999
SANDO,EAENRT,14.1625,145.28,-999
SANTA,EAENRT,7.125,-150,-999
SARDS,EAENRT,20.54,-155.705,-999
SAWIN,EAENRT,56,-175,-999
SAYNT,EAENRT,54.249,-140,-999
SAYTO,EAENRT,20.6969,-151.019,-999
SCOON,EAENRT,20.2563,-152.237,-999
SEDAR,EAENRT,45.5071,-126.717,-999
SEQKO,EAENRT,15.1273,145.75,-999
SERAH,EAENRT,20.8646,-157.279,-999
SERCO,EAENRT,34.192,-120.319,-999
SESAW,EAENRT,19.8765,-154.233,-999
SHARI,EAENRT,47.6695,-127.685,-999
SHARK,EAENRT,22.5152,-156.09,-999
SHAWS,EAENRT,14.7233,143.62,-999
SHENU,EAENRT,40.0064,-127,-999
SHHOW,EAENRT,33.4049,-117.997,-999
SHIGI,EAENRT,21.3042,-158.172,-999
SHLAY,EAENRT,21.2267,-157.875,-999
SHOUP,EAENRT,79.15,-141,-999
SHOWS,EAENRT,22.0401,-159.787,-999
SHREE,EAENRT,5.65,131.157,-999
SHUMA,EAENRT,55,-175,-999
SLEDS,EAENRT,54,-175,-999
SLEPT,EAENRT,13.5228,144.885,-999
SNAPP,EAENRT,15.8534,146.606,-999
SNASS,EAENRT,48.3128,-125.251,-999
SNAXX,EAENRT,34.1395,-120.977,-999
SNOYL,EAENRT,13.3148,144.722,-999
SPONJ,EAENRT,49.3667,-130.085,-999
SPRUC,EAENRT,53,-175,-999
SPUNG,EAENRT,33.4228,-118.161,-999
STAIT,EAENRT,21.6254,-156.589,-999
STEFF,EAENRT,6.98667,165.255,-999
STINE,EAENRT,14.468,147.639,-999
SULUE,EAENRT,13.5719,144.909,-999
SUPER,EAENRT,37.3027,-123.813,-999
SWEEP,EAENRT,20.9751,-156.004,-999
SYSTA,EAENRT,21.0942,-171.989,-999
SYVAD,EAENRT,21.9244,-162.758,-999
TACHI,EAENRT,21.4096,-157.993,-999
TAKIE,EAENRT,11.2711,-154.412,-999
TAMMI,EAENRT,20.0927,-156.033,-999
TANFO,EAENRT,21.5008,-153.766,-999
TARDE,EAENRT,18.1089,-155.712,-999
TARPP,EAENRT,4.42583,-153.168,-999
TEEDE,EAENRT,17.4231,146.518,-999
TEETA,EAENRT,19.8203,-155.703,-999
TEGOD,EAENRT,21,145.197,-999
TENOR,EAENRT,-2.41667,-151.95,-999
TERAA,EAENRT,19.2963,166.328,-999
TERYY,EAENRT,17.7167,144.983,-999
TIGAH,EAENRT,20.0805,-155.454,-999
TILLY,EAENRT,17.1942,133.956,-999
TIMAE,EAENRT,13.689,145.108,-999
TNUGE,EAENRT,7,137,-999
TOADS,EAENRT,22.7692,-156.696,-999
TOCOG,EAENRT,13.4358,144.705,-999
TOESS,EAENRT,17.5667,143.833,-999
TONYS,EAENRT,30.3308,-122.821,-999
TOTOW,EAENRT,16.9397,-155.421,-999
TPCAT,EAENRT,37.125,-122.964,-999
TRUCE,EAENRT,19.7633,-155.126,-999
TRYSH,EAENRT,40.1514,-127,-999
TYPHO,EAENRT,20.001,-156.48,-999
TYPOS,EAENRT,13.4595,144.746,-999
TYRAY,EAENRT,22.1833,-157,-999
ULUAA,EAENRT,21.0966,-156.533,-999
UNVER,EAENRT,40.2989,-127,-999
UPNAR,EAENRT,3.5,-142.81,-999
UYHEW,EAENRT,15.0496,145.66,-999
VABUY,EAENRT,21.463,-157.752,-999
VALDA,EAENRT,64.3933,-171.088,-999
VAVEE,EAENRT,3.5,172.5,-999
VEAGA,EAENRT,13.4352,144.705,-999
VELLA,EAENRT,20.1207,-155.348,-999
VESPA,EAENRT,40.6253,-127,-999
VEWES,EAENRT,19.7213,-154.923,-999
VICUL,EAENRT,19.717,-155.608,-999
VILEY,EAENRT,25,157.502,-999
VINIE,EAENRT,19.6389,-155.418,-999
VIRAY,EAENRT,21.1928,-157.949,-999
VVILT,EAENRT,58.9167,-142,-999
WACOS,EAENRT,-1.27056,-164,-999
WAHAA,EAENRT,16.8393,-169.286,-999
WAKRI,EAENRT,15.2899,146.161,-999
WAMAB,EAENRT,13.6883,145.088,-999
WAPIO,EAENRT,20.188,-155.593,-999
WAPPO,EAENRT,21.8108,-154.919,-999
WARIB,EAENRT,21.4675,-157.745,-999
WAYSE,EAENRT,8.135,-153.822,-999
WEDES,EAENRT,30.6681,-123.124,-999
WEGAD,EAENRT,7.88944,173.768,-999
WEGDO,EAENRT,21.6448,-157.683,-999
WELKU,EAENRT,13.6502,145.231,-999
WENOV,EAENRT,12.6096,145.793,-999
WERAK,EAENRT,19.5236,-156.065,-999
WESOK,EAENRT,13.6209,145.021,-999
WEVUS,EAENRT,13.5881,144.947,-999
WEXUN,EAENRT,7.99222,171.98,-999
WIBIG,EAENRT,3.5,-138.255,-999
WIDEN,EAENRT,46.8255,-127.299,-999
WILIS,EAENRT,21.1187,-156.058,-999
WILLE,EAENRT,14.9742,145.365,-999
WILYE,EAENRT,19.1422,-154.483,-999
WINDI,EAENRT,19.6686,-156.582,-999
WINTY,EAENRT,11.5333,-150,-999
WINZR,EAENRT,15.0933,144.38,-999
WIPHU,EAENRT,21.2409,-158.063,-999
WOLEK,EAENRT,8.71361,173.309,-999
WOOBY,EAENRT,-5,-168.02,-999
WORDN,EAENRT,21.8918,-157.352,-999
WORKN,EAENRT,55.4888,-145,-999
WOSLU,EAENRT,5,-157.252,-999
WRNNR,EAENRT,11.1633,132.467,-999
WUBOX,EAENRT,19.6847,-155.648,-999
WUKUL,EAENRT,21.3041,-158.18,-999
WUSES,EAENRT,37.6558,-124.002,-999
WUSET,EAENRT,7.16833,172.436,-999
WUVEN,EAENRT,14.0562,144.433,-999
XUSQA,EAENRT,20.7996,-156.445,-999
YATZY,EAENRT,10,136.5,-999
YELLO,EAENRT,14.1667,135,-999
YEPGU,EAENRT,21.1699,-158.131,-999
YIPUP,EAENRT,19.8049,-155.652,-999
YUREE,EAENRT,64.455,-168.879,-999
ZAGER,EAENRT,39.7928,-138.124,-999
ZAMAG,EAENRT,21.4821,-157.735,-999
ZANNG,EAENRT,44.0933,-129.978,-999
ZAPFF,EAENRT,21.0572,-158.057,-999
ZEGAR,EAENRT,12.9368,145.994,-999
ZEKUR,EAENRT,15.1428,145.789,-999
ZEMOM,EAENRT,30.2156,-151.117,-999
ZENNA,EAENRT,56.4725,-150,-999
ZIDNO,EAENRT,19.7593,-155.764,-999
ZIGIE,EAENRT,24.3137,-157.285,-999
ZINNO,EAENRT,35,-145.242,-999
ZOULU,EAENRT,25.1958,-156.421,-999
ZUKEY,EAENRT,20.7827,-159.622,-999
ZUKIE,EAENRT,13.6961,145.103,-999
CEPOS,Airport Terminal,14.1688,145.302,-999
EPCAX,Airport Terminal,14.2293,145.054,-999
JIRGI,Airport Terminal,14.1891,145.055,-999
ONSUW,Airport Terminal,14.1807,145.158,-999
OPBUL,Airport Terminal,14.1715,145.334,-999
REWJU,Airport Terminal,14.0017,145.476,-999
TOXPA,Airport Terminal,14.168,145.446,-999
ZOVIK,Airport Terminal,14.3116,145.027,-999
AGODY,Airport Terminal,15.2032,145.942,-999
FIHVY,Airport Terminal,15.1559,145.822,-999
JIDSU,Airport Terminal,15.1063,145.697,-999
KORDY,Airport Terminal,15.078,145.626,-999
PONOI,Airport Terminal,15.0143,145.466,-999
SHAKA,Airport Terminal,15.0929,145.664,-999
UKUGY,Airport Terminal,15.2519,146.012,-999
YAMMA,Airport Terminal,15.0359,145.52,-999
YEYNU,Airport Terminal,14.9706,146.039,-999
ZILUK,Airport Terminal,15.1349,145.769,-999
ADAYI,Airport Terminal,13.5725,144.971,-999
ADEDE,Airport Terminal,13.4414,144.702,-999
BOLFY,Airport Terminal,13.4555,144.733,-999
BURLE,Airport Terminal,13.24,144.666,-999
CADUK,Airport Terminal,13.7241,144.921,-999
CEGMU,Airport Terminal,13.4396,144.703,-999
CETAS,Airport Terminal,13.59,144.666,-999
CIBOL,Airport Terminal,13.5724,144.993,-999
CUDID,Airport Terminal,13.4435,144.71,-999
DALPE,Airport Terminal,13.3899,144.594,-999
FAPAM,Airport Terminal,13.4239,145.068,-999
FIBEE,Airport Terminal,13.5678,144.973,-999
FIGOR,Airport Terminal,13.3058,144.757,-999
FISON,Airport Terminal,13.4396,144.703,-999
FLAKE,Airport Terminal,13.4029,144.626,-999
FOLAP,Airport Terminal,13.3002,144.449,-999
HAGIX,Airport Terminal,13.7273,144.923,-999
HAMAL,Airport Terminal,13.5675,144.703,-999
HARLO,Airport Terminal,13.441,144.701,-999
HESNA,Airport Terminal,13.4046,144.412,-999
HUKES,Airport Terminal,13.4523,144.731,-999
JITNO,Airport Terminal,13.5117,144.591,-999
JOMAX,Airport Terminal,13.5239,144.887,-999
JUVNI,Airport Terminal,13.5242,144.881,-999
MEMKE,Airport Terminal,13.3899,144.594,-999
MOBKE,Airport Terminal,13.452,144.725,-999
MOGOE,Airport Terminal,13.5262,144.88,-999
MOMRE,Airport Terminal,13.4641,144.753,-999
NOVKE,Airport Terminal,13.4918,144.812,-999
OBALE,Airport Terminal,13.3917,144.593,-999
PAVYI,Airport Terminal,13.5344,144.906,-999
RASPE,Airport Terminal,13.4675,144.557,-999
SIDPE,Airport Terminal,13.4966,145.029,-999
WABOX,Airport Terminal,13.5756,144.996,-999
YASSU,Airport Terminal,13.4703,144.58,-999
ZADEK,Airport Terminal,13.473,144.772,-999
ZAXUS,Airport Terminal,13.4518,144.729,-999
ZEEKE,Airport Terminal,13.3386,144.752,-999
CENOR,Airport Terminal,15.0611,145.405,-999
COVHI,Airport Terminal,14.8804,145.441,-999
DAMQY,Airport Terminal,14.9625,145.425,-999
DUCFI,Airport Terminal,15.0161,145.709,-999
ELOXE,Airport Terminal,14.982,145.528,-999
GAFWY,Airport Terminal,14.8028,145.841,-999
SADVE,Airport Terminal,15.0363,145.817,-999
SHODA,Airport Terminal,15.1427,145.788,-999
GOYEY,Airport Terminal,20.9116,-156.011,-999
GPYLE,Airport Terminal,20.7954,-155.829,-999
HALEU,Airport Terminal,20.7118,-155.83,-999
IHEPA,Airport Terminal,20.7956,-156,-999
INUCU,Airport Terminal,20.7955,-155.921,-999
SEYOL,Airport Terminal,20.879,-155.829,-999
SIPAE,Airport Terminal,20.7956,-155.956,-999
HIKAG,Airport Terminal,21.2566,-158.145,-999
HPKNS,Airport Terminal,21.2884,-158.169,-999
OSOFE,Airport Terminal,21.3978,-158.318,-999
SIMSN,Airport Terminal,21.2086,-158.218,-999
TARLE,Airport Terminal,21.2749,-158.328,-999
YUDYU,Airport Terminal,21.2959,-158.08,-999
ZEGPI,Airport Terminal,21.3684,-158.19,-999
BAYCA,Airport Terminal,20.0039,-156.022,-999
CIGAK,Airport Terminal,19.5364,-156.122,-999
EGIPT,Airport Terminal,19.827,-156.038,-999
GEYEN,Airport Terminal,20.0609,-155.97,-999
HASOG,Airport Terminal,19.5231,-156.065,-999
HOXLY,Airport Terminal,19.6398,-156.054,-999
INECE,Airport Terminal,19.804,-156.042,-999
KAYAK,Airport Terminal,19.9122,-156.039,-999
KEANY,Airport Terminal,19.9662,-155.807,-999
MALIA,Airport Terminal,19.9342,-155.945,-999
NANLE,Airport Terminal,19.6816,-156.238,-999
NENVE,Airport Terminal,19.7538,-156.043,-999
PILPE,Airport Terminal,19.5371,-156.241,-999
QEJXO,Airport Terminal,20.0728,-156.016,-999
SODZE,Airport Terminal,20.0457,-155.948,-999
UJGEM,Airport Terminal,19.5399,-156.276,-999
UKJOJ,Airport Terminal,19.6681,-156.146,-999
VECKI,Airport Terminal,19.9272,-156.029,-999
WANSI,Airport Terminal,20.5701,-156.019,-999
WOPNA,Airport Terminal,19.6607,-156.053,-999
YUCUV,Airport Terminal,19.6397,-156.078,-999
ZAPSO,Airport Terminal,19.9708,-155.808,-999
ZILNA,Airport Terminal,20.481,-156.572,-999
AKULE,Airport Terminal,21.8731,-159.336,-999
ANUYA,Airport Terminal,22.1265,-159.184,-999
COBIK,Airport Terminal,22.1087,-159.203,-999
CUBIG,Airport Terminal,21.9899,-159.336,-999
DARIL,Airport Terminal,22.1513,-159.257,-999
GONEC,Airport Terminal,22.1048,-159.278,-999
IVATE,Airport Terminal,22.0495,-159.14,-999
JABDI,Airport Terminal,21.997,-159.323,-999
KEKOA,Airport Terminal,22.0583,-159.298,-999
KREEN,Airport Terminal,21.9963,-159.126,-999
LELEO,Airport Terminal,21.9947,-159.325,-999
LYDAT,Airport Terminal,21.8716,-159.3,-999
MAHAO,Airport Terminal,22.0081,-159.057,-999
MEGUE,Airport Terminal,22.127,-159.272,-999
NAGAI,Airport Terminal,21.7779,-159.261,-999
OPORE,Airport Terminal,22.0497,-159.266,-999
UWEHE,Airport Terminal,21.9528,-159.333,-999
WIDLO,Airport Terminal,22.0546,-159.317,-999
CIXUK,Airport Terminal,21.2606,-156.632,-999
OVLIE,Airport Terminal,21.4756,-157.192,-999
WEKLO,Airport Terminal,21.3208,-157.259,-999
WEPGU,Airport Terminal,21.3502,-156.681,-999
WUVRI,Airport Terminal,21.2424,-157.055,-999
YUNUB,Airport Terminal,21.259,-156.873,-999
ZEGNU,Airport Terminal,21.4398,-156.729,-999
ZOKLO,Airport Terminal,21.2119,-156.976,-999
DAKKL,Airport Terminal,21.2478,-157.302,-999
HAPAI,Airport Terminal,21.2643,-157.05,-999
JEMKO,Airport Terminal,21.0375,-157.268,-999
MAVGN,Airport Terminal,21.1519,-157.102,-999
OCEBI,Airport Terminal,21.1288,-157.133,-999
WININ,Airport Terminal,21.0935,-157.185,-999
WUBAL,Airport Terminal,21.1468,-157.126,-999
ZUTAR,Airport Terminal,21.1455,-157.109,-999
ALEWA,Airport Terminal,20.0062,-155.649,-999
CORGA,Airport Terminal,19.9114,-155.872,-999
EHIKU,Airport Terminal,19.9606,-155.754,-999
KIAWE,Airport Terminal,20.0409,-155.582,-999
KONEA,Airport Terminal,19.961,-155.754,-999
KUKUI,Airport Terminal,19.9918,-155.681,-999
KUPAU,Airport Terminal,20.0299,-155.587,-999
LICEP,Airport Terminal,20.0155,-155.625,-999
LUANA,Airport Terminal,20.0108,-155.655,-999
NOHEA,Airport Terminal,19.9963,-155.674,-999
POKAI,Airport Terminal,20.081,-155.485,-999
00HNL,Airport Terminal,19.935,-158.945,-999
00LIH,Airport Terminal,23.3486,-160.351,-999
00MKK,Airport Terminal,22.538,-156.187,-999
23LIH,Airport Terminal,23.6658,-160.587,-999
50MKK,Airport Terminal,23.2356,-155.689,-999
AKOKE,Airport Terminal,21.1583,-157.989,-999
ALOCA,Airport Terminal,23.1336,-157.083,-999
BECAN,Airport Terminal,22.7447,-156.678,-999
CAPVI,Airport Terminal,21.3252,-158.049,-999
CEDRI,Airport Terminal,21.3083,-157.938,-999
CFFVB,Airport Terminal,21.2081,-158.077,-999
CFNRN,Airport Terminal,21.2795,-158.068,-999
CFPJK,Airport Terminal,21.2733,-157.887,-999
CFPPX,Airport Terminal,21.1803,-158.033,-999
CFRRC,Airport Terminal,21.2245,-157.946,-999
CHAIN,Airport Terminal,20.973,-156.926,-999
CHOKL,Airport Terminal,22.1406,-160.45,-999
CIGEP,Airport Terminal,21.3251,-158.179,-999
COLIS,Airport Terminal,21.3067,-158.108,-999
CONED,Airport Terminal,22.3692,-156.458,-999
DAFRE,Airport Terminal,19.4963,-157.508,-999
DANNO,Airport Terminal,23.5332,-161.582,-999
DANYA,Airport Terminal,22.0403,-156.365,-999
DEBRY,Airport Terminal,21.2378,-158.035,-999
DEEKE,Airport Terminal,21.7142,-159.109,-999
DENKL,Airport Terminal,22.6186,-160.187,-999
DYDRA,Airport Terminal,21.2478,-157.869,-999
EKJAY,Airport Terminal,21.325,-158.22,-999
EVEVE,Airport Terminal,21.3068,-157.98,-999
EWABE,Airport Terminal,21.3252,-158.049,-999
FALOS,Airport Terminal,21.3039,-157.941,-999
FEGTU,Airport Terminal,21.3252,-158.068,-999
FEXAN,Airport Terminal,21.1407,-158.026,-999
FGTRE,Airport Terminal,21.3252,-158.091,-999
GIDME,Airport Terminal,21.2075,-158.08,-999
HADIG,Airport Terminal,21.3065,-158.287,-999
HNAPI,Airport Terminal,21.8064,-157.999,-999
HNL50,Airport Terminal,20.6224,-158.44,-999
HUXOR,Airport Terminal,21.3068,-158.049,-999
IBICU,Airport Terminal,21.2916,-157.857,-999
JEMUD,Airport Terminal,21.3252,-158.068,-999
JIMMA,Airport Terminal,21.6036,-159.136,-999
JLAKE,Airport Terminal,21.9364,-158.945,-999
JUNGL,Airport Terminal,21.3251,-158.113,-999
KABTE,Airport Terminal,21.3068,-157.946,-999
KAENA,Airport Terminal,21.5411,-158.363,-999
KEAHI,Airport Terminal,20.7946,-157.602,-999
KITKE,Airport Terminal,21.3066,-158.197,-999
KLANI,Airport Terminal,21.5497,-158.602,-999
KUHIO,Airport Terminal,21.2552,-157.832,-999
LAYIG,Airport Terminal,21.1761,-158.017,-999
LEHUA,Airport Terminal,21.1873,-157.807,-999
LIH50,Airport Terminal,22.6578,-159.842,-999
LUYEV,Airport Terminal,21.0261,-157.991,-999
MAKAI,Airport Terminal,21.2579,-158.009,-999
MAKOA,Airport Terminal,21.3251,-158.141,-999
MAVGD,Airport Terminal,21.2994,-157.941,-999
MELLO,Airport Terminal,21.5277,-157.989,-999
MKK20,Airport Terminal,20.9756,-156.856,-999
MKK42,Airport Terminal,21.5792,-156.584,-999
NALII,Airport Terminal,21.3068,-157.887,-999
NEEEL,Airport Terminal,21.665,-158.288,-999
OPACA,Airport Terminal,20.9389,-158.237,-999
OUCHI,Airport Terminal,21.8453,-159.036,-999
PENRE,Airport Terminal,21.223,-158.197,-999
PERLY,Airport Terminal,21.2685,-157.991,-999
RABBS,Airport Terminal,21.3367,-158.24,-999
RCHEW,Airport Terminal,21.2081,-158.077,-999
REEEF,Airport Terminal,21.2542,-157.935,-999
SAITO,Airport Terminal,21.7464,-158.047,-999
SEBYI,Airport Terminal,21.0573,-158.118,-999
SECIL,Airport Terminal,21.2021,-157.775,-999
SECJI,Airport Terminal,20.9772,-159.004,-999
SELIC,Airport Terminal,21.325,-158.208,-999
SELYY,Airport Terminal,20.5127,-158.205,-999
SERYU,Airport Terminal,22.455,-156.788,-999
SESXI,Airport Terminal,21.2853,-154.74,-999
SETWE,Airport Terminal,20.5877,-154.019,-999
SETZO,Airport Terminal,20.7848,-157.394,-999
SOBOW,Airport Terminal,20.8335,-157.183,-999
SOLCE,Airport Terminal,22.3983,-156.243,-999
SOMOH,Airport Terminal,22.3215,-156.343,-999
SOPIW,Airport Terminal,22.3875,-156.807,-999
SUCTU,Airport Terminal,20.8525,-157.405,-999
SUPPO,Airport Terminal,21.1515,-158.116,-999
SUSRY,Airport Terminal,21.2523,-157.997,-999
SYIKL,Airport Terminal,21.7378,-160.542,-999
THOMA,Airport Terminal,23.9434,-160.763,-999
TORKL,Airport Terminal,22.9511,-159.855,-999
WORUB,Airport Terminal,21.1521,-158.073,-999
XUSLY,Airport Terminal,21.2345,-158.06,-999
YUGUR,Airport Terminal,21.2718,-158.116,-999
ZILAN,Airport Terminal,23.4136,-157.64,-999
ZIMIK,Airport Terminal,21.3252,-158.029,-999
ZITBO,Airport Terminal,21.2177,-158.063,-999
BOYYR,Airport Terminal,20.7917,-157.053,-999
EYEPO,Airport Terminal,20.7342,-157.004,-999
GICEK,Airport Terminal,20.7058,-157.135,-999
OJOVU,Airport Terminal,20.6462,-157.095,-999
TEWVU,Airport Terminal,20.6287,-157.073,-999
TEZYU,Airport Terminal,20.8385,-157.198,-999
ZULBI,Airport Terminal,20.7685,-156.969,-999
AARES,Airport Terminal,20.9986,-157.095,-999
BEACH,Airport Terminal,20.6831,-156.537,-999
BIKDE,Airport Terminal,20.9433,-156.396,-999
BIKUZ,Airport Terminal,22.73,-155.701,-999
CFDZM,Airport Terminal,20.8335,-156.438,-999
CFFBJ,Airport Terminal,20.8249,-156.444,-999
CNALI,Airport Terminal,20.4187,-154.871,-999
CORBU,Airport Terminal,20.7028,-156.482,-999
DEKUM,Airport Terminal,21.9522,-154.597,-999
FEKIK,Airport Terminal,20.9663,-154.357,-999
FOGOL,Airport Terminal,21.0629,-156.271,-999
FOSLU,Airport Terminal,21.1017,-156.452,-999
GREHG,Airport Terminal,20.6072,-156.508,-999
HEDAT,Airport Terminal,20.9438,-156.332,-999
HIAKA,Airport Terminal,20.9357,-156.402,-999
HOMAI,Airport Terminal,20.8923,-156.34,-999
HUKLA,Airport Terminal,20.9077,-156.423,-999
IMEBE,Airport Terminal,20.9285,-156.367,-999
ISSNO,Airport Terminal,21.06,-156.728,-999
JINAS,Airport Terminal,20.8373,-156.475,-999
JOLIU,Airport Terminal,21.1612,-155.173,-999
JOPOB,Airport Terminal,20.8102,-156.495,-999
JUDEZ,Airport Terminal,20.9752,-156.372,-999
KAGGA,Airport Terminal,20.5916,-154.877,-999
KAWLA,Airport Terminal,20.8556,-156.368,-999
KIHEI,Airport Terminal,20.7702,-156.476,-999
KRANE,Airport Terminal,21.0857,-156.29,-999
LNDHY,Airport Terminal,21.1736,-156.125,-999
MOBRE,Airport Terminal,20.987,-156.233,-999
MUNJU,Airport Terminal,21.0233,-156.241,-999
NDREW,Airport Terminal,20.5296,-156.552,-999
NOWAK,Airport Terminal,20.8511,-156.465,-999
POCGI,Airport Terminal,21.0007,-156.198,-999
PUHEE,Airport Terminal,20.7936,-156.468,-999
ROSAH,Airport Terminal,20.9632,-156.381,-999
ROXZZ,Airport Terminal,21.0833,-156.55,-999
SABAE,Airport Terminal,20.7889,-156.511,-999
TAAKA,Airport Terminal,20.7123,-156.49,-999
TEBBS,Airport Terminal,20.7908,-156.509,-999
UNADY,Airport Terminal,22.7761,-156.233,-999
WASBA,Airport Terminal,20.8425,-156.471,-999
WEPTU,Airport Terminal,21.0191,-156.34,-999
WIPRI,Airport Terminal,20.6115,-156.469,-999
WMAUI,Airport Terminal,21.0667,-156.492,-999
WOREK,Airport Terminal,20.8003,-156.464,-999
WUNAT,Airport Terminal,20.7439,-156.544,-999
ZETMA,Airport Terminal,20.8143,-156.398,-999
ZORTI,Airport Terminal,20.81,-156.401,-999
ZOXUP,Airport Terminal,20.6989,-156.578,-999
ZULUD,Airport Terminal,21.1322,-156.425,-999
CABIX,Airport Terminal,19.835,-154.835,-999
CEKOB,Airport Terminal,19.7212,-154.835,-999
CFLSP,Airport Terminal,19.7212,-154.814,-999
COGDA,Airport Terminal,19.8216,-154.835,-999
EREBE,Airport Terminal,19.7213,-154.935,-999
FAMBU,Airport Terminal,19.8676,-154.921,-999
FAMOP,Airport Terminal,19.7211,-154.729,-999
JESOM,Airport Terminal,19.9553,-155.028,-999
KOPSE,Airport Terminal,19.7917,-154.99,-999
SAPDE,Airport Terminal,20.1548,-154.963,-999
WAKIK,Airport Terminal,19.7213,-154.92,-999
EFAHU,Airport Terminal,7.31091,171.722,-999
IMUFO,Airport Terminal,7.08812,171.366,-999
KUHEK,Airport Terminal,7.10315,171.076,-999
NOFKE,Airport Terminal,7.08006,171.036,-999
NUGWO,Airport Terminal,7.15792,171.515,-999
OGEVE,Airport Terminal,7.02244,171.099,-999
TOZTU,Airport Terminal,7.10747,171.445,-999
UFUZO,Airport Terminal,7.04242,171.18,-999
WOZTI,Airport Terminal,7.28263,170.826,-999
ZIVZU,Airport Terminal,7.18939,171.428,-999
ADLEC,Airport Terminal,28.46,-178.003,-999
AVIKY,Airport Terminal,28.2367,-177.28,-999
EKUZY,Airport Terminal,28.1662,-177.483,-999
ESOVY,Airport Terminal,28.267,-177.192,-999
IDOCA,Airport Terminal,29.9167,180,-999
IMAXE,Airport Terminal,28.0268,-177.522,-999
OKEZO,Airport Terminal,28.2445,-176.626,-999
OWODY,Airport Terminal,28.1356,-177.571,-999
UJIXO,Airport Terminal,28.1667,-175,-999
UVIHU,Airport Terminal,28.3449,-177.226,-999
CAVRI,Airport Terminal,7.2415,151.808,-999
CEYJE,Airport Terminal,7.6567,151.888,-999
COSLO,Airport Terminal,7.43415,151.621,-999
FASPO,Airport Terminal,7.39626,151.775,-999
FIGBI,Airport Terminal,7.33782,151.714,-999
HAMAX,Airport Terminal,7.43079,151.811,-999
HOMQY,Airport Terminal,7.50004,152.04,-999
UCOLE,Airport Terminal,7.57838,151.964,-999
UDEXE,Airport Terminal,7.52023,151.904,-999
WIROS,Airport Terminal,7.48407,151.868,-999
ZELIB,Airport Terminal,7.5336,151.92,-999
CUSOS,Airport Terminal,6.98909,158.271,-999
EVUTY,Airport Terminal,6.9871,158.247,-999
IQJOV,Airport Terminal,6.99031,158.243,-999
OHAFU,Airport Terminal,7.00144,158.416,-999
UKOSY,Airport Terminal,6.992,158.305,-999
VIZOR,Airport Terminal,6.98557,158.104,-999
WIMIR,Airport Terminal,6.9983,158.284,-999
WULON,Airport Terminal,6.98516,158.003,-999
EBFIT,Airport Terminal,7.4465,134.741,-999
