OBJECTID,GLOBAL_ID,IDENT,NAME,LATITUDE,LONGITUDE,ELEVATION,ICAO_ID,TYPE_CODE,SERVCITY,STATE,COUNTRY,OPERSTATUS,PRIVATEUSE,IAPEXISTS,DODHIFLIP,FAR91,FAR93,MIL_CODE,AIRANAL,US_HIGH,US_LOW,AK_HIGH,AK_LOW,US_AREA,PACIFIC
14032,334676A0-1225-41C5-B0F6-345831E7072A,TRI,Tri-Cities,36-28-30.7480N,082-24-26.6950W,1518.7,KTRI,AD,BRISTOL/JOHNSON/KINGSPORT,TN,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
14033,EBB4B4ED-B266-4772-B6CA-B692B1E87053,TN04,Bristol Rgnl Medical Center,36-35-12.7900N,082-15-25.2900W,1792,,HP,BRISTOL,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14034,D0C0BDB0-871E-4CDF-82D8-B0A4CD4CE44A,TN03,Mem Health Care System,35-02-33.3400N,085-15-35.8300W,770,,HP,CHATTANOOGA,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,OBJECTIONABLE,0,0,0,0,0,0
14035,71A69C2D-23C9-4A55-834F-B31F24A85A5C,1A0,Dallas Bay Sky Park,35-11-15.2540N,085-10-39.8410W,690,,AD,CHATTANOOGA,TN,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NOT ANALYZED,0,1,0,0,0,0
14036,B169A457-1EA2-4D24-894C-CF4952D070FA,04TN,Hensley Arpk,36-11-00.0000N,082-40-44.0000W,1430,,AD,CHUCKEY,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,1,0,0,0,0
14037,B297927C-0C22-4D2B-9E47-7F0A5E695C36,45TN,Darnell's Landings,36-30-24.0000N,082-42-42.0000W,1150,,AD,CHURCH HILL,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14038,D3BD507C-D984-40ED-B587-FD62280E83E2,77TN,Darnell's Fld,36-30-33.0000N,082-40-54.0000W,1150,,AD,CHURCH HILL,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14039,675EA1CF-1F66-4CA2-B872-C6CFDFEBCD0B,CKV,Outlaw Fld,36-37-18.7000N,087-24-53.8000W,549.9,KCKV,AD,CLARKSVILLE,TN,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
14040,76BA9E95-BA73-4C03-B193-90F943F17D49,TN53,Parr Fld,36-33-21.1740N,087-26-54.0370W,590,,AD,CLARKSVILLE,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14041,ECF24BEC-4A8D-4CFD-886C-750BA6A1BD67,TN23,Titan Fld,36-29-40.0000N,087-19-19.0000W,385,,AD,CLARKSVILLE,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14042,E08E348E-E2F3-4B59-9F7D-55EF977FC58E,19TN,Ferraraccio Fld,36-29-58.0000N,087-11-25.0000W,620,,AD,CLARKSVILLE,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14043,4E51E9D1-A6A5-45CF-8AF1-9673F9ADDD6C,36TN,Ruckman Fld,36-28-37.2000N,087-08-23.4000W,660,,AD,CLARKSVILLE,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14044,ACCF3B58-97E2-434D-B7EA-8DA8E446B736,TN93,Gateway Medical Center,36-34-50.2800N,087-16-09.8000W,516,,HP,CLARKSVILLE,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14045,8C840328-782B-4538-AAA6-B1DD26D8C9B1,33TN,Bradley Mem Hospital,35-10-41.4300N,084-52-12.3300W,908,,HP,CLEVELAND,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
14046,49799D93-605C-40AA-ABDE-0355A92333D9,23TN,Copper Basin Medical Center,35-01-37.4600N,084-23-06.1000W,1691,,HP,COPPERHILL,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
14047,88ACD769-B08C-4FCD-B9FE-00909C9D7265,7TN7,Pca,35-02-07.0000N,088-15-09.0000W,480,,HP,COUNCE,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14048,E51EC56A-76CF-432C-A444-2C55F1B1F761,M04,Covington Muni,35-35-00.1140N,089-35-13.9980W,280.1,,AD,COVINGTON,TN,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
14049,F000B4FE-0235-44AC-B2AA-6F338191157A,8TN9,Bull Run,35-30-56.0000N,089-40-40.0000W,335,,AD,COVINGTON,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14050,81B76EE2-A04B-480A-A90B-D6607DA2E395,9TN7,Baskin,35-32-04.0000N,089-44-06.0000W,400,,AD,COVINGTON,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14051,306DD1DE-48C1-46C2-ABD3-F74296687401,CSV,Crossville Mem-Whitson Fld,35-57-04.6505N,085-05-05.9214W,1881.1,KCSV,AD,CROSSVILLE,TN,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
14052,3231657F-AC12-4986-8DBC-F2D79509D3F4,4TN2,Buck Creek Ranch,35-53-00.2470N,084-58-07.8320W,1800,,AD,CROSSVILLE,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14053,51D37A4F-0272-4947-B411-D9DA6FB853D0,57TN,Cumberland Co Hospital,35-56-31.0100N,085-01-10.3300W,1869,,HP,CROSSVILLE,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14054,6126BD2B-D232-4DAC-95F3-4C9BD2DCEC79,9TN5,Askey Fld,35-27-30.0000N,086-57-25.0000W,810,,AD,CULLEOKA,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14055,D10ECACE-46E4-45DD-9949-59394B4E7471,21TN,Ray's Stall,35-59-07.0000N,083-05-32.0000W,1020,,AD,DANDRIDGE,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14056,5AFFBB20-99B4-41EB-9168-AF75575DC16A,86TN,Dumplin Fld,36-00-54.0040N,083-32-50.9460W,1000,,AD,DANDRIDGE,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14057,6DACEA27-D691-47DE-B7D0-FD47381755F1,2A0,Mark Anton,35-29-10.5000N,084-55-51.9000W,718.2,,AD,DAYTON,TN,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
14058,CB7B7EA2-E985-4E21-ACC9-5B04D0B83C61,M02,Dickson Muni,36-07-40.6440N,087-25-47.4230W,892.1,,AD,DICKSON,TN,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
14059,345442A3-3478-4C3C-96FC-EA09D72B5E3B,7TN6,Horizon Medical Center,36-04-24.2000N,087-22-28.7500W,836,,HP,DICKSON,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14060,0F92BA51-55C7-4034-BD75-61B63D68F7EF,TN67,Myers-Smith,35-14-52.2950N,086-07-42.9480W,900,,AD,ESTILL SPRINGS,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14061,C31D3D96-6090-4AF1-8CB6-4EC3BD2B9603,65TN,Roach Farm,36-20-03.0000N,082-39-42.0000W,1750,,AD,FALL BRANCH,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14062,65D5B205-E457-45CB-A4BC-343A05A32E55,20TN,Liley Fld,36-21-49.2000N,082-35-26.4000W,1850,,AD,FALL BRANCH,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14063,A8775E96-95B9-4A3D-85DD-B062B5EE52C8,8TN3,Raby Arpk,35-50-30.0000N,084-10-52.0000W,830,,AD,FARRAGUT,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14064,3736F133-6853-4A61-A1EE-DB4E03820177,16TN,Lincoln Medical Center,35-09-01.1100N,086-33-20.0200W,699,,HP,FAYETTEVILLE,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14065,68287D4D-D8F5-4717-8A95-60081A20251A,FYM,Fayetteville Muni,35-03-34.9000N,086-33-50.4000W,983.9,KFYM,AD,FAYETTEVILLE,TN,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
14066,96ACE597-2F85-4623-8A30-8B7CD1A232B4,1A7,Jackson Co,36-23-48.5000N,085-38-28.8000W,515,,AD,GAINESBORO,TN,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,CONDITIONAL,0,1,0,0,0,0
14067,B0D55357-E1B4-452E-A9E2-76F2B34325AB,XNX,Sumner Co Rgnl,36-22-30.3000N,086-24-30.3000W,583.2,KXNX,AD,GALLATIN,TN,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
14068,82FD325B-BE98-4D46-94FD-6C326B38A524,22TN,Julkev,36-23-14.0000N,086-33-48.0000W,500,,HP,GALLATIN,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14069,C16ED80C-9F47-433B-9CF6-B7AE04ED6D1D,TN69,Methodist Lebonheur Healthcare Germantown Hospital,35-05-22.7200N,089-48-26.3300W,285,,HP,GERMANTOWN,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14070,D525A491-1109-4A7B-97D6-B28E2267D307,9TN8,Dollar General,36-18-48.0000N,086-41-55.0000W,736,,HP,GOODLETTSVILLE,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14071,1C48B603-C602-4687-A357-B695F9979948,6TN7,St Somewhere,35-01-26.0000N,089-12-18.0000W,550,,AD,GRAND JUNCTION,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14072,B792EE30-3033-43DF-ABD6-086036B77709,4TN7,Bmh-H,36-01-19.7300N,088-24-44.5000W,570,,HP,HUNTINGDON,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14073,B80C15F1-C2AB-4FA7-9663-4C0B29F5EDCD,HZD,Carroll Co,36-05-21.4705N,088-27-47.8756W,496.6,KHZD,AD,HUNTINGDON,TN,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,CONDITIONAL,1,1,0,0,0,0
14074,7C96D502-A70B-428B-BD3C-49F74085C1A8,JAU,Colonel Tommy C Stiner Airfield,36-20-02.7200N,084-09-46.6750W,1179.9,KJAU,AD,JACKSBORO,TN,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,0,1,0,0,0,0
14075,3B80EF5C-648F-4ACE-BC4A-95FC3EBD13F1,MKL,Mc Kellar-Sipes Rgnl,35-35-59.6000N,088-54-56.2000W,433.6,KMKL,AD,JACKSON,TN,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
14076,4979C2F0-EFAC-4541-BAE6-00914DA0D776,TN05,Jackson-Madison Co General Hospital,35-38-14.0000N,088-49-52.0000W,432,,HP,JACKSON,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14077,2A22C8E8-BE7E-4A61-A012-C2455C1FF768,4TN8,Rgnl Hospital of Jackson,35-41-01.6000N,088-51-12.7300W,444,,HP,JACKSON,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14078,3CABBA5A-32A2-4E2B-9AAC-B8E660E19E53,4TN9,Southfork,35-36-39.0000N,088-41-41.0000W,387,,AD,JACKSON,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14079,63DA68CB-6F1D-4711-A062-49F719B7EEE7,2A1,Jamestown Muni,36-20-58.9000N,084-56-47.9000W,1693.8,,AD,JAMESTOWN,TN,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,CONDITIONAL,0,1,0,0,0,0
14080,E3D9F285-9886-4E96-8C34-FE34AFA59F8C,APT,Marion Co-Brown Fld,35-03-38.4000N,085-35-07.1000W,641.2,KAPT,AD,JASPER,TN,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,0,1,0,0,0,0
14081,61520E19-BDCF-49FE-86DC-6CA43B635B4A,TN40,Jellico Hospital,36-34-26.3700N,084-07-46.6800W,1080,,HP,JELLICO,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14082,2D5EE2B9-1A1B-41D4-B0A9-F1BECF9C9D08,0A4,Johnson City,36-21-49.3800N,082-18-32.4940W,1550,,AD,JOHNSON CITY,TN,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NO OBJECTION,0,1,0,0,0,0
14083,19353622-E282-4609-A666-E0C12FD45A49,TN57,Air Trade Center,36-25-53.0000N,082-18-27.0000W,1616,,HP,JOHNSON CITY,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14084,256E3C75-00E4-4808-8314-BA25004D9F4D,TN91,Johnson City Medical Center,36-18-26.4600N,082-23-09.6300W,1735,,HP,JOHNSON CITY,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14085,6AA63BB1-BAC1-4ED8-97D4-24A7990161AE,0TN7,Horne Properties,35-55-24.2900N,084-05-26.0400W,975,,HP,KNOXVILLE,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14086,81CEF42E-9064-44ED-8F4D-A011E629286F,09TN,Univ of Tennessee Medical Center,35-56-29.9100N,083-56-37.7700W,920,,HP,KNOXVILLE,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14087,726BEA70-CA86-403C-B324-3332A60DD0F3,TN98,Sky Ranch,35-53-08.2970N,083-57-27.6610W,830,,AD,KNOXVILLE,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14088,730457B0-4EF9-402D-B009-9FE53FEE9031,TN94,Robertson Farm,36-00-04.0000N,084-04-28.0000W,1020,,AD,KNOXVILLE,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14089,C59867AC-5AAA-42FA-A514-A40F7621E67E,TYS,Mc Ghee Tyson,35-48-33.7459N,083-59-43.1572W,979.2,KTYS,AD,KNOXVILLE,TN,UNITED STATES,OPERATIONAL,0,0,1,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
14090,E399B920-FF53-43DE-ACA9-E8D3E9FAEA27,3M7,Lafayette Muni,36-31-12.1000N,086-03-29.0000W,969,,AD,LAFAYETTE,TN,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,CONDITIONAL,1,1,0,0,0,0
14091,993EAC53-6A0B-484D-88F9-5C2705C7DF8B,TN44,Deerfield Resort,36-20-48.0000N,084-00-44.0000W,1350,,AD,LAFOLLETTE,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,1,0,0,0,0
14092,D34C4C9B-E33B-4978-A11A-790A8F2D83DE,2M2,Lawrenceburg-Lawrence Co,35-14-03.5000N,087-15-28.6000W,936.2,,AD,LAWRENCEBURG,TN,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
14093,46519A3E-AE6A-478E-BAED-ECC98C6096EF,31TN,Crockett Hospital,35-13-22.5300N,087-20-13.0500W,922,,HP,LAWRENCEBURG,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14094,6E7B2B63-E5BF-4840-A992-C170A6F68C4F,M54,Lebanon Muni,36-11-25.4804N,086-18-56.4855W,588.4,,AD,LEBANON,TN,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
14095,F7FFD146-133D-4B78-8AEB-1AF96D8357CF,TN96,Fall Creek Fld,36-02-28.2190N,086-21-29.9690W,675,,AD,LEBANON,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14096,111D0991-CE57-4CF2-9373-CB1656A76070,1TN0,Cedar Crest Fld,36-14-48.0700N,086-18-12.0000W,540,,AD,LEBANON,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14097,E1C3BA02-F1FC-4EA2-9198-91ECA26C92D1,9TN9,Toy Box,36-01-10.0000N,086-17-17.0000W,630,,AD,LEBANON,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14098,15B09B9F-F9D7-4808-9AD3-FCAF14D008DA,10TN,Flatwood Fld,36-04-19.0000N,086-21-16.0000W,600,,AD,LEBANON,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14099,7A83B654-B347-4514-B4B0-ECBCDB453C22,44TN,Stone Fld,35-50-27.2700N,084-04-32.5900W,890,,AD,LOUISVILLE,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14100,0894A370-506B-4BBA-881A-31A80ADEEC9D,76TN,Donald Gammons Mem,35-55-32.8800N,087-17-06.3600W,950,,HP,LYLES,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14101,A8ED6F39-BB2C-4FA8-B767-5C72C8260AE9,5TN1,Baptist Mem Hospital - Carrol Co,36-08-13.8700N,088-29-19.2200W,100,,HP,MC KENZIE,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14102,409BD4E9-0E46-4365-A719-AA48C3934682,M93,Houston Co,36-19-00.1980N,087-55-00.1040W,370,,AD,MC KINNON,TN,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,NO OBJECTION,0,1,0,0,0,0
14103,ED996BAD-4A82-4488-8AF2-13D3A58CA989,RNC,Warren Co Meml,35-41-55.3160N,085-50-37.7530W,1031.9,KRNC,AD,MC MINNVILLE,TN,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
14104,A95762F0-D060-4DBA-9B6C-4C36B693C947,25TN,Columbia River Park Hospital,35-41-57.0500N,085-44-32.1500W,957,,HP,MC MINNVILLE,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
14105,0FAB22EE-065F-44A8-984A-2B605B45886B,MNV,Monroe Co,35-32-42.8000N,084-22-49.4000W,1031,KMNV,AD,MADISONVILLE,TN,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,0,1,0,0,0,0
14106,F109D9B9-8841-49B6-9CBE-3A9737611EA3,00TN,Ragsdale Road,35-30-57.2710N,085-57-12.9450W,1100,,AD,MANCHESTER,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0
14107,E84A3689-6ABD-42B8-8072-F70EE4B53063,24TN,Unity Medical Center,35-29-51.1600N,086-04-43.0000W,1072,,HP,MANCHESTER,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14108,084B7473-4462-4343-9A02-84751DF08228,TN87,Montvale Arpk,35-41-33.2970N,083-59-55.6560W,1030,,AD,MARYVILLE,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14109,2921F463-7FA4-4A95-8D88-E0130D7ECFC8,TN56,Carey,36-04-20.2390N,085-06-49.8620W,1960,,AD,MAYLAND,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0
14110,CC1F4471-4678-444F-8012-EE1736EDFB9E,M01,General Dewitt Spain,35-12-02.4930N,090-03-14.3110W,225,,AD,MEMPHIS,TN,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,CONDITIONAL,0,1,0,0,0,0
14111,7179594B-C089-4DEA-948A-F2DB55991FA6,2M8,Charles W Baker,35-16-42.5270N,089-55-58.7885W,246.7,,AD,MILLINGTON,TN,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,CONDITIONAL,0,1,0,0,0,0
14112,995427B3-C0DF-4944-B88B-C0C44F6CDAB9,NQA,Millington-Memphis,35-21-23.9000N,089-52-13.5000W,319.4,KNQA,AD,MILLINGTON,TN,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
14113,52D41314-180B-48DA-A44D-F58230E43477,2TN4,Shoemaker-Shelby Forest,35-19-05.0000N,090-02-07.0000W,335,,AD,MILLINGTON,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14114,9A19820F-BE12-482F-AB03-C30A0732DBD5,41TN,Stonewall Arpk,35-54-03.0000N,086-12-26.0000W,760,,AD,MILTON,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14115,A176B34E-ADBD-4E3B-A0EC-4B855D355C8A,43TN,Roseanne,35-37-05.0000N,086-00-09.0000W,1050,,AD,MORRISON,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14116,A73CBA5E-856E-41D5-9BB3-368317CEE368,72TN,Lakeway Rgnl Hospital,36-12-57.3300N,083-18-16.2500W,1422,,HP,MORRISTOWN,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14117,4654084F-1902-4E89-B814-15757FBBD4B3,MOR,Moore-Murrell,36-10-45.8000N,083-22-31.6000W,1313.1,KMOR,AD,MORRISTOWN,TN,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
14118,6E43A7AE-662B-4B33-A294-3F38543BBB7A,4TN3,Hawks Nest,35-07-06.0000N,089-22-04.0000W,410,,AD,MOSCOW,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14119,ABF07AEA-85D1-4A94-8553-9C7D6107EA4E,8TN4,Flaglor,36-14-41.0000N,082-58-08.0000W,1100,,AD,MOSHEIM,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14120,15779281-70C0-436F-A52B-F9E31DC49074,6A4,Johnson Co,36-25-04.2000N,081-49-30.5000W,2240.4,,AD,MOUNTAIN CITY,TN,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,CONDITIONAL,0,1,0,0,0,0
14121,5C123C42-35B5-4F48-9205-A98F048840A3,9TN3,East Tennessee Helicopters,36-25-09.7200N,081-56-42.7200W,2350,,HP,MOUNTAIN CITY,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14122,3E1C87B4-04D1-42FE-B3EB-E2EEA78CCAF0,0TN5,Mc Donald,35-52-02.5000N,086-29-52.0000W,600,,AD,MURFREESBORO,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14123,53982104-5355-4379-8C06-71E2DC9C194D,TN83,Cedar Glade Aerodrome,35-43-20.2490N,086-16-29.9750W,770,,AD,MURFREESBORO,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14124,85BF9C54-9140-4519-906D-5E7FF4FCF5DA,TN68,Gibson,35-46-07.2380N,086-32-48.0000W,805,,AD,MURFREESBORO,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14125,149909EF-946B-46B1-A3F1-7E38C1736F9A,99TN,Haywood Co Ems,35-36-04.5700N,089-14-18.4700W,350,,HP,BROWNSVILLE,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14126,2E17BCDC-65ED-4C07-A958-E3F90C745B1A,8TN8,Fld of Dreams,35-32-30.0000N,089-52-17.0000W,250,,UL,BURLISON,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14127,56BEC2A1-3A81-4217-A2A3-FF55A283BB5C,6TN9,Dripping Springs Farm,36-03-41.0000N,087-14-50.0000W,728,,AD,BURNS,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14128,0E825E6A-FD9C-4579-847A-B8DD9A90C733,6TN8,Valley Rgnl,36-03-16.6100N,088-06-28.4200W,438,,HP,CAMDEN,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14129,D6F350C6-8ABD-48B5-A260-89AE621E0BAF,9TN2,Meadowlark,36-09-50.0000N,088-12-19.0000W,460,,AD,CAMDEN,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
14130,99DFEB9F-CDDD-4A98-B34E-1A54867501D3,0M4,Benton Co,36-00-34.3500N,088-07-29.0200W,468,,AD,CAMDEN,TN,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,1,1,0,0,0,0
14131,FDB8855C-B579-4191-9911-F46AA41A91DE,TN45,Cumberland River Hospital,36-32-37.1000N,085-30-01.3400W,600,,HP,CELINA,TN,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0
